epoch,acc,loss,val_acc,val_loss
0,0.5022404789924622,0.6960635185241699,0.5019208788871765,0.6932607889175415
1,0.5032652616500854,0.6932175755500793,0.5046388506889343,0.6931523084640503
2,0.5039709210395813,0.6931319832801819,0.5058249831199646,0.6930375695228577
3,0.5047963857650757,0.6930733323097229,0.5058994293212891,0.6930282711982727
4,0.5052815079689026,0.6930463314056396,0.5059947371482849,0.6930453777313232
5,0.50589519739151,0.6930254697799683,0.5065742135047913,0.6929964423179626
6,0.5063074827194214,0.6930108070373535,0.5062848925590515,0.6929985284805298
7,0.5066855549812317,0.6929988265037537,0.5072693228721619,0.6929758787155151
8,0.5069947242736816,0.6929877996444702,0.5074323415756226,0.6929680705070496
9,0.5071208477020264,0.6929806470870972,0.5073911547660828,0.692966103553772
10,0.5072638392448425,0.6929761171340942,0.5076864361763,0.6929584741592407
11,0.5072917938232422,0.6929709315299988,0.5074753165245056,0.6929640769958496
12,0.5073878765106201,0.6929656267166138,0.507552444934845,0.6929606795310974
13,0.507459282875061,0.6929654479026794,0.507673442363739,0.6929521560668945
14,0.5075094699859619,0.6929601430892944,0.5075449347496033,0.6929605007171631
15,0.5075824856758118,0.6929607391357422,0.507519006729126,0.6929571032524109
16,0.5075329542160034,0.6929590106010437,0.5076485872268677,0.6929516792297363
17,0.5076176524162292,0.6929569840431213,0.5077658891677856,0.6929472088813782
18,0.5076624155044556,0.6929551959037781,0.507554829120636,0.6929647922515869
19,0.5076566934585571,0.6929545402526855,0.5078716278076172,0.6929463744163513
20,0.5076619982719421,0.6929550170898438,0.5075530409812927,0.6929590702056885
21,0.5077230930328369,0.6929529309272766,0.5073975324630737,0.6929616928100586
22,0.5077673196792603,0.6929498910903931,0.507729172706604,0.6929491758346558
23,0.5077041983604431,0.6929517388343811,0.5076586604118347,0.6929567456245422
24,0.5076782703399658,0.6929512619972229,0.5078153610229492,0.6929505467414856
25,0.5077964663505554,0.6929511427879333,0.5078099966049194,0.6929454207420349
26,0.5077505111694336,0.6929487586021423,0.5079094767570496,0.6929427981376648
27,0.5077853798866272,0.6929485201835632,0.5078094601631165,0.6929486393928528
28,0.5077859163284302,0.6929474472999573,0.5076956152915955,0.6929495334625244
29,0.5077924132347107,0.6929472088813782,0.5079494714736938,0.6929423213005066
30,0.5078139305114746,0.692947268486023,0.5076441764831543,0.6929572224617004
31,0.507818341255188,0.6929453611373901,0.5077735781669617,0.6929497718811035
32,0.5078051090240479,0.6929466128349304,0.5076823234558105,0.6929547190666199
33,0.5078155398368835,0.6929465532302856,0.5076664686203003,0.6929541826248169
34,0.5078696608543396,0.6929440498352051,0.507574200630188,0.6929550766944885
35,0.5078305602073669,0.6929454803466797,0.5076878070831299,0.692954957485199
36,0.5078890919685364,0.6929439902305603,0.5077309012413025,0.6929498314857483
37,0.507879376411438,0.6929425597190857,0.5078969597816467,0.6929444670677185
38,0.5079108476638794,0.6929432153701782,0.5078753232955933,0.6929472088813782
39,0.5079081058502197,0.6929416060447693,0.5076792240142822,0.6929517388343811
40,0.5079390406608582,0.6929413080215454,0.5077282786369324,0.6929578185081482
41,0.5079320669174194,0.6929407119750977,0.5078942775726318,0.6929471492767334
42,0.5079299211502075,0.6929384469985962,0.5079605579376221,0.6929450035095215
43,0.5079558491706848,0.6929383873939514,0.5078281760215759,0.6929468512535095
44,0.5079282522201538,0.6929386854171753,0.5078405737876892,0.6929498314857483
