epoch,acc,loss,val_acc,val_loss
0,0.502665102481842,0.6947613954544067,0.500639021396637,0.6932944059371948
1,0.5046002864837646,0.6930784583091736,0.5055842399597168,0.693070113658905
2,0.5056047439575195,0.6930341720581055,0.5068128108978271,0.6929978132247925
3,0.5065018534660339,0.6930016875267029,0.507415771484375,0.6929692029953003
4,0.5070552825927734,0.6929808259010315,0.5071865320205688,0.6929726004600525
5,0.5072908401489258,0.6929703950881958,0.507215678691864,0.6929720640182495
6,0.5074107646942139,0.6929631233215332,0.5072193145751953,0.6929714679718018
7,0.5074970126152039,0.6929593086242676,0.5075408816337585,0.6929603815078735
8,0.5075520873069763,0.6929568648338318,0.5076417326927185,0.6929560899734497
9,0.5075918436050415,0.6929557919502258,0.5073785781860352,0.6929725408554077
10,0.5076675415039062,0.6929548382759094,0.5076128840446472,0.6929548978805542
11,0.5076727271080017,0.6929524540901184,0.5077250003814697,0.6929553151130676
12,0.5076653361320496,0.6929521560668945,0.5077999830245972,0.6929510235786438
13,0.5076895952224731,0.6929510831832886,0.5078151226043701,0.6929509043693542
14,0.5077250003814697,0.6929499506950378,0.5077378749847412,0.6929507255554199
15,0.507732093334198,0.6929503083229065,0.5077306032180786,0.6929517388343811
16,0.5077348351478577,0.6929495334625244,0.5076507925987244,0.6929553747177124
17,0.5077853798866272,0.6929483413696289,0.507455050945282,0.692960262298584
18,0.5077589750289917,0.6929488778114319,0.5073995590209961,0.6929659247398376
19,0.5077387690544128,0.6929484009742737,0.507777750492096,0.6929495930671692
20,0.5077820420265198,0.6929473876953125,0.5077236890792847,0.6929591298103333
21,0.5077900290489197,0.6929483413696289,0.5077641010284424,0.6929526925086975
22,0.5077691078186035,0.692947506904602,0.5076500177383423,0.6929582357406616
23,0.5077917575836182,0.6929467916488647,0.5078758597373962,0.6929470896720886
24,0.5078216195106506,0.6929449439048767,0.5077757835388184,0.6929508447647095
25,0.507766842842102,0.6929454803466797,0.5077592730522156,0.6929492354393005
26,0.5078252553939819,0.6929461359977722,0.5077893733978271,0.6929530501365662
27,0.5078195929527283,0.6929445862770081,0.5078030228614807,0.6929495930671692
28,0.5078105926513672,0.6929449439048767,0.507753849029541,0.6929524540901184
29,0.507826566696167,0.6929447054862976,0.5078655481338501,0.6929476261138916
30,0.5078575611114502,0.692945122718811,0.5077869296073914,0.6929510235786438
31,0.5078675150871277,0.6929445266723633,0.5078399777412415,0.6929499506950378
32,0.5078582763671875,0.6929435729980469,0.5077650547027588,0.692951500415802
33,0.5078673958778381,0.692943274974823,0.5078548192977905,0.6929489374160767
34,0.5078460574150085,0.6929431557655334,0.5078787803649902,0.6929479241371155
35,0.5078669786453247,0.6929435729980469,0.5076661705970764,0.6929557919502258
36,0.5078712105751038,0.6929425597190857,0.5078218579292297,0.6929510235786438
37,0.507871687412262,0.6929437518119812,0.5077927112579346,0.6929479837417603
38,0.5078869462013245,0.6929428577423096,0.5078686475753784,0.6929491758346558
