epoch,acc,loss,val_acc,val_loss
0,0.5035305619239807,0.6964330077171326,0.5044079422950745,0.6931213736534119
1,0.5053420066833496,0.6930936574935913,0.5075070261955261,0.6930024027824402
2,0.5065500736236572,0.6930177807807922,0.5084112286567688,0.6929693222045898
3,0.5074533224105835,0.6929796934127808,0.507078230381012,0.692969024181366
4,0.5083025097846985,0.6929426193237305,0.5093141794204712,0.6928973197937012
5,0.5091690421104431,0.6929071545600891,0.5097418427467346,0.6928682327270508
6,0.5098015069961548,0.6928765773773193,0.5102466940879822,0.6928852796554565
7,0.5103508234024048,0.6928501129150391,0.5109610557556152,0.6928135752677917
8,0.5105159282684326,0.6928379535675049,0.5105891227722168,0.6928424835205078
9,0.5106955766677856,0.6928260922431946,0.5107563734054565,0.6928225755691528
10,0.5109056830406189,0.6928166151046753,0.5111274719238281,0.6927947402000427
11,0.5108936429023743,0.6928120255470276,0.510968029499054,0.6928041577339172
12,0.5110051035881042,0.6928065419197083,0.5112326741218567,0.692791223526001
13,0.5110297203063965,0.6928038597106934,0.5112574696540833,0.6927895545959473
14,0.511056125164032,0.6928003430366516,0.5102741718292236,0.6928421854972839
15,0.5111263394355774,0.6927977800369263,0.5107969641685486,0.6928108930587769
16,0.5111209750175476,0.69279545545578,0.5110067129135132,0.6928075551986694
17,0.5111677050590515,0.6927937865257263,0.5108017325401306,0.6928121447563171
18,0.5111742615699768,0.6927932500839233,0.5112773776054382,0.6927863955497742
19,0.5112457871437073,0.6927909255027771,0.5109805464744568,0.6928080916404724
20,0.5111689567565918,0.6927909851074219,0.5113615989685059,0.6927850842475891
21,0.5112664103507996,0.6927893161773682,0.5111194849014282,0.6927987933158875
22,0.5113063454627991,0.6927870512008667,0.5115073323249817,0.6927735805511475
23,0.5112939476966858,0.6927862763404846,0.5111340284347534,0.6927956342697144
24,0.5113340616226196,0.6927850246429443,0.5112223029136658,0.6927915811538696
25,0.5113489627838135,0.69278484582901,0.5114753246307373,0.6927797198295593
26,0.5113752484321594,0.6927823424339294,0.5105030536651611,0.6928253173828125
27,0.5112999081611633,0.6927839517593384,0.5114750862121582,0.6927781701087952
28,0.5114104151725769,0.6927807331085205,0.5113728046417236,0.6927789449691772
29,0.511367678642273,0.6927815079689026,0.511410117149353,0.6927782297134399
30,0.511362612247467,0.6927806735038757,0.5114880204200745,0.6927781105041504
31,0.5114113092422485,0.6927778124809265,0.5107954144477844,0.6928132772445679
32,0.511346161365509,0.6927822828292847,0.5114646553993225,0.692776620388031
33,0.5114283561706543,0.6927765607833862,0.5114248991012573,0.6927791237831116
34,0.5113771557807922,0.6927793622016907,0.5114641189575195,0.6927719116210938
35,0.5114498734474182,0.6927762031555176,0.5112923383712769,0.69278883934021
36,0.5114548802375793,0.6927757263183594,0.5114126205444336,0.6927766799926758
37,0.5114067792892456,0.6927749514579773,0.5114752054214478,0.6927751302719116
38,0.5114724040031433,0.6927740573883057,0.511431872844696,0.6927788257598877
39,0.5114578604698181,0.6927738189697266,0.5111899375915527,0.692785382270813
40,0.5114585757255554,0.6927732229232788,0.5113154649734497,0.6927816271781921
41,0.5115183591842651,0.69277024269104,0.511366069316864,0.6927812099456787
42,0.5115439891815186,0.6927700042724609,0.5113484263420105,0.6927886009216309
43,0.5114792585372925,0.6927711367607117,0.5112699270248413,0.6927938461303711
44,0.5114865899085999,0.6927688121795654,0.5109832286834717,0.6927997469902039
45,0.5115491151809692,0.6927695870399475,0.5112475156784058,0.6927919983863831
46,0.5115708708763123,0.692766010761261,0.5112602114677429,0.6927883625030518
47,0.5115349888801575,0.6927677989006042,0.5114076733589172,0.6927853226661682
48,0.5115777254104614,0.6927661299705505,0.5112298727035522,0.6927866339683533
49,0.5116147398948669,0.6927637457847595,0.5114760398864746,0.6927794814109802
