epoch,acc,loss,val_acc,val_loss
0,0.5373431444168091,0.6889841556549072,0.5513924956321716,0.6855906248092651
1,0.5502326488494873,0.6858516931533813,0.5514314770698547,0.6855095028877258
2,0.5506258606910706,0.6856805086135864,0.5510889887809753,0.6856535077095032
3,0.5507550239562988,0.685601532459259,0.5515775084495544,0.6853322386741638
4,0.5510240197181702,0.6855473518371582,0.5511940121650696,0.68538898229599
5,0.5511753559112549,0.6855289340019226,0.5511360168457031,0.6854534149169922
6,0.5510521531105042,0.6855091452598572,0.5512765049934387,0.685370683670044
7,0.5510653257369995,0.6854932308197021,0.5517860054969788,0.6853237748146057
8,0.5510625243186951,0.685467541217804,0.5513135194778442,0.68537837266922
9,0.5512193441390991,0.685454785823822,0.5515484809875488,0.6854192614555359
10,0.5512688159942627,0.6854457855224609,0.5509260296821594,0.6854373216629028
11,0.5513228178024292,0.6854420900344849,0.5515009760856628,0.685391366481781
12,0.55137699842453,0.6854403614997864,0.5514944791793823,0.6854053735733032
13,0.5513191819190979,0.685430109500885,0.5499619841575623,0.6858024597167969
14,0.5513601899147034,0.685423731803894,0.5505750179290771,0.6858029365539551
15,0.5512848496437073,0.6854224801063538,0.551972508430481,0.6853252649307251
16,0.5514371395111084,0.6854153871536255,0.5508059859275818,0.6856232285499573
17,0.5513583421707153,0.6854175329208374,0.5511699914932251,0.6855365037918091
18,0.5513409972190857,0.6854164600372314,0.5517045259475708,0.6853469014167786
19,0.5513346791267395,0.6854074001312256,0.5519735217094421,0.685326099395752
20,0.5514143109321594,0.6854023337364197,0.5516759753227234,0.6853516697883606
21,0.5514678359031677,0.6854039430618286,0.5517535209655762,0.6853591799736023
22,0.551423192024231,0.685404360294342,0.5517914891242981,0.6853273510932922
