epoch,acc,loss,val_acc,val_loss
0,0.5359320044517517,0.6897701025009155,0.551398515701294,0.6857989430427551
1,0.5500140190124512,0.6859840154647827,0.5505719780921936,0.6856163740158081
2,0.5505813360214233,0.6857432723045349,0.5503485202789307,0.6859497427940369
3,0.5510348081588745,0.6856239438056946,0.5502489805221558,0.685749888420105
4,0.5509834885597229,0.6855579018592834,0.5514264702796936,0.6853522658348083
5,0.551060676574707,0.6855078339576721,0.551829993724823,0.6852624416351318
6,0.5511428117752075,0.6854836940765381,0.5510745048522949,0.6853750348091125
7,0.5512383580207825,0.6854673624038696,0.551160991191864,0.6855425834655762
8,0.5512195229530334,0.6854417324066162,0.5514624714851379,0.6852791905403137
9,0.5513558387756348,0.685437798500061,0.5514490008354187,0.6853299736976624
10,0.5513210296630859,0.6854302883148193,0.5515080094337463,0.6854735612869263
11,0.5512444972991943,0.6854318976402283,0.551579475402832,0.685283899307251
12,0.5513899922370911,0.6854085922241211,0.5513250231742859,0.6854212284088135
13,0.5513373613357544,0.6854122281074524,0.5518245100975037,0.6852703094482422
14,0.551263689994812,0.6854179501533508,0.5518630146980286,0.6853468418121338
15,0.5514006614685059,0.6854000091552734,0.5516719818115234,0.6854545474052429
16,0.5513628125190735,0.6854061484336853,0.5516535043716431,0.6853095889091492
17,0.5514478087425232,0.6853951811790466,0.5517795085906982,0.6853342652320862
18,0.5513866543769836,0.6853985786437988,0.551705002784729,0.685248076915741
19,0.5513518452644348,0.6853993535041809,0.5518205165863037,0.6852784156799316
20,0.5513098239898682,0.6853820085525513,0.5517539978027344,0.6852802038192749
21,0.5513148307800293,0.6853888630867004,0.5511369705200195,0.6855648756027222
22,0.5514093041419983,0.6853760480880737,0.5515030026435852,0.6853190064430237
23,0.5514845252037048,0.6853745579719543,0.5514500141143799,0.6852663159370422
24,0.5514125227928162,0.6853818893432617,0.5516589879989624,0.6852846145629883
25,0.551494836807251,0.6853680610656738,0.5507879853248596,0.685429036617279
26,0.5513538122177124,0.6853646039962769,0.5510274767875671,0.6853434443473816
27,0.5513983368873596,0.6853665709495544,0.5515220165252686,0.6852789521217346
28,0.5514060258865356,0.6853655576705933,0.5509369969367981,0.6854126453399658
29,0.5515511631965637,0.6853691339492798,0.5515115261077881,0.6852668523788452
30,0.551471471786499,0.6853595972061157,0.5515620112419128,0.6852692365646362
31,0.5513911843299866,0.6853604912757874,0.5516195297241211,0.6852289438247681
32,0.5514338612556458,0.6853586435317993,0.5515540242195129,0.6852831244468689
33,0.5514330267906189,0.6853553056716919,0.5517550110816956,0.685271680355072
34,0.5514036417007446,0.6853606104850769,0.5508115291595459,0.6855401992797852
35,0.5514538288116455,0.6853536367416382,0.5517734885215759,0.6852776408195496
36,0.5514194965362549,0.6853520274162292,0.5515959858894348,0.6853030920028687
37,0.5515368580818176,0.6853631734848022,0.5516579747200012,0.6853426694869995
38,0.5514308214187622,0.6853600144386292,0.5510979890823364,0.6854320764541626
39,0.5514508485794067,0.6853569149971008,0.5515605211257935,0.6853071451187134
40,0.5514593124389648,0.6853535175323486,0.5518270134925842,0.6852275133132935
41,0.5514116883277893,0.6853439807891846,0.5517969727516174,0.6852489709854126
42,0.5514561533927917,0.6853569746017456,0.5516960024833679,0.6852858066558838
43,0.5514063239097595,0.685342013835907,0.5515589714050293,0.6852482557296753
44,0.5514485239982605,0.6853489875793457,0.5515779852867126,0.6852492690086365
45,0.5515033602714539,0.6853432059288025,0.5516080260276794,0.6852661967277527
46,0.5514481663703918,0.6853564381599426,0.5519415140151978,0.6852514743804932
47,0.5514976382255554,0.6853458285331726,0.5516279935836792,0.6852487921714783
48,0.5514358282089233,0.6853520274162292,0.5516254901885986,0.6852577924728394
49,0.551483154296875,0.6853439211845398,0.5515174865722656,0.6853157877922058
50,0.5514696836471558,0.6853387951850891,0.5515695214271545,0.6853016018867493
51,0.5514018535614014,0.6853482723236084,0.5518515110015869,0.6852375268936157
52,0.5514763593673706,0.6853398680686951,0.5517749786376953,0.6852543950080872
53,0.5514953136444092,0.6853376030921936,0.5512664914131165,0.6853431463241577
54,0.5515120029449463,0.6853553056716919,0.5514425039291382,0.6854270100593567
55,0.5514066815376282,0.6853392124176025,0.5516849756240845,0.6852321028709412
