epoch,acc,loss,val_acc,val_loss
0,0.5160719752311707,0.6934317946434021,0.5428060293197632,0.6882057785987854
1,0.5472366809844971,0.68708735704422,0.5514739751815796,0.6856039762496948
2,0.5485953092575073,0.6863797307014465,0.5505359768867493,0.686155378818512
3,0.5490466952323914,0.6860250234603882,0.5521000027656555,0.6854310631752014
4,0.549241304397583,0.6859740614891052,0.5466700196266174,0.687049925327301
5,0.5501220226287842,0.6857599020004272,0.5516980290412903,0.6854854822158813
6,0.5498806834220886,0.6857591867446899,0.5484600067138672,0.6866004467010498
7,0.5501593351364136,0.6856994032859802,0.5504999756813049,0.6859744787216187
8,0.5501859784126282,0.68565434217453,0.5500940084457397,0.686018168926239
9,0.5505433082580566,0.6855710744857788,0.5504360198974609,0.6857231855392456
10,0.55035001039505,0.6855364441871643,0.5505719780921936,0.6855916976928711
11,0.5505273342132568,0.6855675578117371,0.5521339774131775,0.6854718923568726
12,0.5508033037185669,0.6854912638664246,0.550324022769928,0.6858000755310059
13,0.550441324710846,0.6854896545410156,0.5482400059700012,0.6861230134963989
14,0.5507553219795227,0.685483455657959,0.5496519804000854,0.6859276294708252
15,0.5506166815757751,0.6854161620140076,0.5518379807472229,0.6854299306869507
16,0.5507793426513672,0.6854286193847656,0.5509080290794373,0.6856931447982788
17,0.5508326888084412,0.6854043006896973,0.5516759753227234,0.6857711672782898
18,0.5508059859275818,0.6853715181350708,0.5510619878768921,0.6857684254646301
19,0.5508086681365967,0.6853882670402527,0.5513960123062134,0.6854133605957031
20,0.5505573153495789,0.6854069828987122,0.5519260168075562,0.685365617275238
21,0.5506666898727417,0.6853806376457214,0.5518280267715454,0.6854367256164551
22,0.5505926609039307,0.6853700876235962,0.5520660281181335,0.685400128364563
23,0.5507893562316895,0.6853685975074768,0.5520439743995667,0.685395359992981
24,0.5504853129386902,0.6853871941566467,0.5520039796829224,0.6853938698768616
25,0.5508220195770264,0.6853418350219727,0.5500100255012512,0.6858883500099182
26,0.5507973432540894,0.685340404510498,0.5520420074462891,0.685384213924408
27,0.5507473349571228,0.6853763461112976,0.5504940152168274,0.6855776309967041
28,0.5508266687393188,0.6853567361831665,0.5516499876976013,0.6855646371841431
29,0.5508540272712708,0.6853379011154175,0.5507060289382935,0.6854794025421143
30,0.5508773326873779,0.6853224039077759,0.5520200133323669,0.6854912638664246
31,0.551034688949585,0.685309886932373,0.5497699975967407,0.6859667897224426
32,0.550990641117096,0.6853274703025818,0.5519539713859558,0.6854234933853149
33,0.5508966445922852,0.6853366494178772,0.5517899990081787,0.6853784918785095
34,0.551011323928833,0.685311496257782,0.5494080185890198,0.6859769225120544
35,0.5508040189743042,0.6853376030921936,0.5519160032272339,0.6854276061058044
